*author: ADAMCZYK
*reference: PRL 115,222301 : 2015
*reference: ARXIV:1505.07812 : 2015
*doi: 10.1103/PhysRevLett.115.222301
*status: Encoded 03 MAR 2016 by <Encoder Name>
*title: Azimuthal anisotropy in U+U and Au+Au collisions at RHIC
*comment: BNL-RHIC.  Collisions between prolate uranium nuclei are used to study how particle production and azimuthal anisotropies depend on initial geometry in heavy-ion collisions. We report the two- and four-particle cumulants, $v_2\{2\}$ and $v_2\{4\}$, for charged hadrons from U+U collisions at $\sqrt{s_{\rm NN}}$ = 193 GeV and Au+Au collisions at $\sqrt{s_{\rm NN}}$ = 200 GeV. Nearly fully overlapping collisions are selected based on the amount of energy deposited by spectators in the STAR Zero Degree Calorimeters (ZDCs). Within this sample, the observed dependence of $v_2\{2\}$ on multiplicity demonstrates that ZDC information combined with multiplicity can preferentially select different overlap configurations in U+U collisions. An initial-state model with gluon saturation describes the slope of $v_2\{2\}$ as a function of multiplicity in central collisions better than one based on Glauber with a two-component multiplicity model
*durhamId:
*inspireId: 1373553
*cdsId: 
*detector: STAR
*experiment: BNL-RHIC-STAR
*dataset:
*location: 
*dscomment: 
*obskey: SIG
*reackey: U+U
*qual: U+U: v2{2}
*xheader: Corrected Multiplicity
*yheader: v2
*data: x : y
769.0; 0.17 +- 0.001
788.0; 0.169 +- 0.00105
808.0; 0.168 +- 0.00112
828.0; 0.168 +- 0.00131
849.0; 0.168 +- 0.0015
870.0; 0.17 +- 0.00193
892.0; 0.173 +- 0.00262
914.0; 0.177 +- 0.00362
937.0; 0.182 +- 0.00641
960.0; 0.181 +- 0.00898
979.0; 0.187 +- 0.0157
*dataset:
*location: 
*dscomment: 
*obskey: SIG
*reackey: U+U
*qual: U+U: v2{4}/e2{4} (Glauber_x-hard)
*xheader: Corrected dNch/deta
*yheader: v2/ecc2
*data: x : y
27.8; 0.0631 +- 0.00421
39.0; 0.0865 +- 0.0015
50.1; 0.102 +- 0.00108
61.3; 0.113 +- 0.00101
72.5; 0.122 +- 0.00104
83.8; 0.131 +- 0.00112
95.1; 0.139 +- 0.00125
106.0; 0.146 +- 0.00135
118.0; 0.152 +- 0.00145
129.0; 0.157 +- 0.00157
141.0; 0.162 +- 0.00163
152.0; 0.167 +- 0.00183
164.0; 0.172 +- 0.00191
175.0; 0.175 +- 0.00208
187.0; 0.177 +- 0.00203
198.0; 0.182 +- 0.00223
210.0; 0.183 +- 0.00223
222.0; 0.186 +- 0.0024
234.0; 0.187 +- 0.00249
246.0; 0.189 +- 0.00258
258.0; 0.191 +- 0.00271
270.0; 0.192 +- 0.00273
282.0; 0.195 +- 0.00303
294.0; 0.197 +- 0.00307
306.0; 0.198 +- 0.00333
319.0; 0.197 +- 0.00332
331.0; 0.198 +- 0.00338
344.0; 0.2 +- 0.00365
356.0; 0.201 +- 0.00379
369.0; 0.201 +- 0.00405
382.0; 0.201 +- 0.00424
395.0; 0.204 +- 0.00445
409.0; 0.201 +- 0.00458
422.0; 0.202 +- 0.00489
435.0; 0.204 +- 0.00537
449.0; 0.201 +- 0.00519
463.0; 0.202 +- 0.00595
477.0; 0.2 +- 0.00592
491.0; 0.199 +- 0.00628
505.0; 0.196 +- 0.00647
520.0; 0.198 +- 0.00763
535.0; 0.197 +- 0.00771
550.0; 0.201 +- 0.00936
565.0; 0.194 +- 0.00955
580.0; 0.193 +- 0.0108
596.0; 0.182 +- 0.00985
612.0; 0.18 +- 0.011
628.0; 0.171 +- 0.0107
644.0; 0.171 +- 0.0145
661.0; 0.165 +- 0.0145
678.0; 0.149 +- 0.012
696.0; 0.146 +- 0.0154
713.0; 0.13 +- 0.0153
732.0; 0.113 +- 0.012
750.0; 0.106 +- 0.0134
769.0; 0.122 +- 0.018
788.0; 0.119 +- 0.0155
808.0; 0.114 +- 0.0172
828.0; 0.113 +- 0.0289
849.0; 0.119 +- 0.0229
*dataset:
*location: 
*dscomment: 
*obskey: SIG
*reackey: Au+Au
*qual: Au+Au: v2{2}/e2{2} (Glauber_x-hard)
*xheader: Corrected dNch/deta
*yheader: v2/ecc2
*data: x : y
5.49; 0.0898 +- 0.000277
16.5; 0.101 +- 0.000134
27.5; 0.109 +- 0.000145
38.5; 0.12 +- 0.000174
49.5; 0.129 +- 0.000209
60.6; 0.138 +- 0.000239
71.7; 0.145 +- 0.000271
82.8; 0.152 +- 0.000296
93.9; 0.158 +- 0.000319
105.0; 0.163 +- 0.00035
116.0; 0.168 +- 0.000371
128.0; 0.172 +- 0.000401
139.0; 0.177 +- 0.00042
150.0; 0.18 +- 0.000444
162.0; 0.183 +- 0.000464
173.0; 0.185 +- 0.000479
185.0; 0.188 +- 0.000499
196.0; 0.19 +- 0.000518
208.0; 0.193 +- 0.000543
220.0; 0.194 +- 0.000556
231.0; 0.196 +- 0.000579
243.0; 0.198 +- 0.000597
255.0; 0.199 +- 0.00061
267.0; 0.201 +- 0.000636
279.0; 0.202 +- 0.000655
291.0; 0.203 +- 0.000679
304.0; 0.205 +- 0.000701
316.0; 0.206 +- 0.00072
328.0; 0.206 +- 0.000744
341.0; 0.207 +- 0.000762
354.0; 0.208 +- 0.000781
366.0; 0.208 +- 0.000793
379.0; 0.209 +- 0.000829
392.0; 0.209 +- 0.000863
405.0; 0.209 +- 0.000866
419.0; 0.21 +- 0.000904
432.0; 0.21 +- 0.000946
445.0; 0.211 +- 0.000968
459.0; 0.208 +- 0.000985
472.0; 0.209 +- 0.00103
486.0; 0.211 +- 0.00108
500.0; 0.208 +- 0.00108
514.0; 0.206 +- 0.00108
528.0; 0.206 +- 0.00115
543.0; 0.206 +- 0.00119
557.0; 0.201 +- 0.00117
572.0; 0.203 +- 0.00121
586.0; 0.2 +- 0.00123
601.0; 0.198 +- 0.00127
616.0; 0.191 +- 0.00124
631.0; 0.196 +- 0.00127
647.0; 0.191 +- 0.00136
662.0; 0.188 +- 0.0014
678.0; 0.185 +- 0.00146
693.0; 0.181 +- 0.00168
709.0; 0.182 +- 0.00192
